Symbol,Description,Assets under management,Assets under management - Currency,Asset class,Focus,Brand,Category,Country of registration,Niche,Region,Strategy,Leverage,Portfolio transparency,Selection criteria,Weighting scheme,Index provider,Currency hedged,Derivative holdings,Tax form,UCITS compliance,Fund flows 1 month,Fund flows 1 month - Currency,Net assets value,Net assets value - Currency
DES,WisdomTree U.S. SmallCap Dividend Fund,2163861100,USD,Equity,Small cap,WisdomTree,Size and style,United States,Broad-based,North America,Dividends,Non-leveraged,Transparent,Dividends,Dividends,"WisdomTree Asset Management, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,5721300,USD,36.25,USD
DBXRF,Xtrackers ,2154483084.3253,USD,Equity,Total market,Xtrackers,Size and style,Luxembourg,Broad-based,Asia-Pacific,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Compliant,38088889.2737,USD,82.7335,USD
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,2149245420,USD,Fixed income,Investment grade,iShares,"Corporate, broad-based",United States,Short-term,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,84663485,USD,49.8803,USD
HELO,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Hedged Equity Laddered Overlay ETF,2127818000,USD,Equity,Large cap,JPMorgan,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,179429250,USD,63.08,USD
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,2127301670.289,USD,Fixed income,Investment grade,Invesco,"Corporate, broad-based",United States,Intermediate,North America,Bullet maturity,Non-leveraged,Transparent,Maturity,Market value,Invesco Indexing LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,24375450,USD,20.255,USD
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,2123479936.5,USD,Fixed income,Investment grade,iShares,"Government, treasury",United States,Short-term,North America,Bullet maturity,Non-leveraged,Transparent,Maturity,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,94445066.44999997,USD,23.325511,USD
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,2118234249.204,USD,Equity,Theme,First Trust,Sector,United States,Infrastructure,Global,Equal,Non-leveraged,Transparent,Market cap,Tiered,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,162937450,USD,124.024,USD
SPYX,SPDR S&P 500 Fossil Fuel Reserves Free ETF,2115981699.51,USD,Equity,Large cap,SPDR,Size and style,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,11554481.489999998,USD,49.640827,USD
PABU,iShares Paris-Aligned Climate MSCI USA ETF,2108212642,USD,Equity,Theme,iShares,Sector,United States,Low carbon,North America,ESG,Non-leveraged,Transparent,Principles-based,Tiered,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-10757534.200000009,USD,67.162498,USD
FNCL,Fidelity MSCI Financials Index ETF,2107247670,USD,Equity,Financials,Fidelity,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,97031735,USD,70.7534,USD
FDIS,Fidelity MSCI Consumer Discretionary Index ETF,2106382960,USD,Equity,Consumer discretionary,Fidelity,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,23635340,USD,102.5503,USD
FMDE,Fidelity Covington Trust Fidelity Enhanced Mid Cap ETF,2096695481.05006,USD,Equity,Mid cap,Fidelity,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,7229806.5,USD,34.253403,USD
IBDU,iShares iBonds Dec 2029 Term Corporate ETF,2093855400,USD,Fixed income,Investment grade,iShares,"Corporate, broad-based",United States,Intermediate,North America,Bullet maturity,Non-leveraged,Transparent,Maturity,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,132197720,USD,22.9603,USD
IUQFF,ISHARES IV PLC,2085306301.248,USD,Equity,Total market,iShares,Size and style,Ireland,Broad-based,North America,Fundamental,Non-leveraged,Transparent,Fundamental,Equal,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Compliant,-85873107.4294,USD,15.2678,USD
FXR,First Trust Industrials AlphaDEX,2083798059.678,USD,Equity,Industrials,First Trust,Sector,United States,Broad-based,North America,Multi-factor,Non-leveraged,Transparent,Multi-factor,Tiered,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-11964150,USD,79.265,USD
IXC,iShares Global Energy ETF,2081178000,USD,Equity,Energy,iShares,Sector,United States,Broad-based,Global,Vanilla,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-43158720,USD,39.99,USD
ISHZF,Ishares III Plc,2080605617.9851513,USD,Fixed income,Investment grade,iShares,"Government, treasury",Ireland,Short-term,Europe,Vanilla,Non-leveraged,Transparent,Market value,Market value,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Compliant,83269985.3719594,USD,160.87594125,USD
DSTL,Distillate U.S. Fundamental Stability & Value ETF,2080279102.5,USD,Equity,Large cap,Distillate,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,48642510,USD,56.8656,USD
ICF,iShares Cohen & Steers REIT ETF,2077906251.6,USD,Equity,Real estate,iShares,Sector,United States,REITs,North America,Fundamental,Non-leveraged,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-3361777.7000000007,USD,63.098166,USD
RPV,Invesco S&P 500 Pure Value ETF,2067455073.768,USD,Equity,Large cap,Invesco,Size and style,United States,Value,North America,Value,Non-leveraged,Transparent,Fundamental,Fundamental,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-14043850,USD,93.145,USD
IPAC,iShares Core MSCI Pacific ETF,2063234320,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,Asia-Pacific,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,63.6224,USD
PMMDF,PIMCO ETFS PLC US DOLLAR SHORT MATURITY UCITS ETF DIS,2055309492.77,USD,Fixed income,Investment grade,PIMCO,"Broad market, broad-based",Ireland,Short-term,North America,Active,Non-leveraged,Semi or non-transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Compliant,18287762.28537,USD,100.3,USD
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,2047230000,USD,Fixed income,Investment grade,Invesco,"Corporate, broad-based",United States,Ultra-short term,North America,Bullet maturity,Non-leveraged,Transparent,Maturity,Market value,Invesco Indexing LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-364694100,USD,21.119,USD
SECT,Northern Lights Fund Trust IV Main Sector Rotation ETF,2035948500,USD,Equity,Large cap,Main Funds,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,19359000,USD,57.29,USD
FMB,First Trust Managed Municipal ETF,2032073453.282,USD,Fixed income,Investment grade,First Trust,"Government, local authority/municipal",United States,Broad maturities,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-5192850,USD,51.341,USD
JMUB,JPMorgan Municipal ETF,2012790000,USD,Fixed income,Investment grade,JPMorgan,"Government, local authority/municipal",United States,Intermediate,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,53156500,USD,50.55,USD
MSTX,Defiance Daily Target 2x Long MSTR ETF,1998347760,USD,Equity,Information technology,Defiance,Sector,United States,Application software,North America,Vanilla,Leveraged 2x,Transparent,Single asset,Single asset,,Unhedged,Holds,1099 (corporations),Non-compliant,994658637.5,USD,105.1953,USD
EPP,iShares MSCI Pacific Ex-Japan Index Fund,1998129600,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,Asia-Pacific,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,46.0942,USD
ESML,iShares ESG Aware MSCI USA Small-Cap ETF,1994525221,USD,Equity,Small cap,iShares,Size and style,United States,Broad-based,North America,ESG,Non-leveraged,Transparent,Principles-based,Principles-based,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,46997844.2,USD,44.312625,USD
FLJP,Franklin FTSE Japan ETF,1994004000,USD,Equity,Total market,Franklin,Size and style,United States,Broad-based,Asia-Pacific,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-51882000,USD,29.38,USD
GCOW,Pacer Global Cash Cows Dividend ETF,1987633410,USD,Equity,Large cap,Pacer,Size and style,United States,Broad-based,Developed markets,Multi-factor,Non-leveraged,Transparent,Multi-factor,Dividends,Index Design Group LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-21216260,USD,34.7488,USD
FELV,Fidelity Covington Trust Fidelity Enhanced Large Cap Value ETF,1982607092.35968,USD,Equity,Large cap,Fidelity,Size and style,United States,Value,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-44542325.5,USD,31.557179,USD
RWR,SPDR DJ Wilshire REIT ETF,1977341254.36674,USD,Equity,Real estate,SPDR,Sector,United States,REITs,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,88438913.22500001,USD,103.924301,USD
PFXF,VanEck Preferred Securities ex Financials ETF,1974252753,USD,Fixed income,Broad credit,VanEck,"Corporate, preferred",United States,Broad maturities,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,25269063,USD,17.83475,USD
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,1971621213.762,USD,Equity,Large cap,First Trust,Size and style,United States,Broad-based,North America,Exchange-specific,Non-leveraged,Transparent,NASDAQ - listed,Equal,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-45637300,USD,131.191,USD
ISHYF,iShares II plc.,1967814025.5471,USD,Fixed income,High yield,iShares,"Corporate, broad-based",Ireland,Intermediate,Developed markets,Vanilla,Non-leveraged,Transparent,Market value,Market value,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Compliant,-48878384.65619999,USD,6.772,USD
IAACF,ISHARES IV PLC,1967532541.784,USD,Equity,Total market,iShares,Size and style,Ireland,Broad-based,Asia-Pacific,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Compliant,-871412292.1844001,USD,4.6379,USD
ITM,VanEck Intermediate Muni ETF,1962789740.1248,USD,Fixed income,Investment grade,VanEck,"Government, local authority/municipal",United States,Intermediate,North America,Vanilla,Non-leveraged,Transparent,AMT-free,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-2336495,USD,46.3386,USD
DGS,WisdomTree Emerging Market SmallCap Fund,1958378100,USD,Equity,Small cap,WisdomTree,Size and style,United States,Broad-based,Emerging markets,Dividends,Non-leveraged,Transparent,Dividends,Dividends,"WisdomTree Asset Management, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-86134860,USD,51.15,USD
HTRB,Hartford Total Return Bond ETF,1944120780,USD,Fixed income,Broad credit,Hartford,"Broad market, broad-based",United States,Broad maturities,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,37166010,USD,33.76,USD
TDTT,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,1939490428.4,USD,Fixed income,Investment grade,FlexShares,"Government, inflation-linked",United States,Intermediate,North America,Target duration,Non-leveraged,Transparent,Market value,Duration,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,218224635,USD,23.732,USD
HACK,Amplify ETF Trust Amplify Cybersecurity ETF,1935668000,USD,Equity,Theme,Amplify,Sector,United States,Cybersecurity,Global,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,11358000,USD,76.83,USD
BBMC,JPMorgan BetaBuilders U.S. Mid Cap Equity ETF,1930160750,USD,Equity,Mid cap,JPMorgan,Size and style,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"Morningstar, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-51024250,USD,101.49,USD
BKAG,BNY Mellon Core Bond ETF,1929746000,USD,Fixed income,Investment grade,BNY Mellon,"Broad market, broad-based",United States,Broad maturities,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-58869000,USD,41.7,USD
TBLL,Invesco Short Term Treasury ETF,1928059305.705,USD,Fixed income,Investment grade,Invesco,"Government, treasury",United States,Ultra-short term,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,4206460,USD,105.733,USD
ARKW,ARK Next Generation Internet ETF,1916556600,USD,Equity,Theme,ARK,Sector,United States,Internet,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,32524600,USD,117.049,USD
SPBO,SPDR Portfolio Corporate Bond ETF,1912690475.2,USD,Fixed income,Investment grade,SPDR,"Corporate, broad-based",United States,Broad maturities,North America,Fundamental,Non-leveraged,Transparent,Fundamental,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,78744612.1,USD,29.049943,USD
EBND,SPDR Bloomberg Emerging Markets Local Bond ETF,1909712820,USD,Fixed income,Broad credit,SPDR,"Government, treasury",United States,Broad maturities,Emerging markets,Vanilla,Non-leveraged,Transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-30249822.9,USD,20.090403,USD
EUFN,iShares MSCI Europe Financials ETF,1909697805,USD,Equity,Financials,iShares,Sector,United States,Broad-based,Europe,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-52032480,USD,24.3609,USD
FALN,iShares Fallen Angels USD Bond ETF,1908047450,USD,Fixed income,High yield,iShares,"Corporate, broad-based",United States,Broad maturities,North America,Fundamental,Non-leveraged,Transparent,Credit downgrade,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,82292960,USD,27.1019,USD
GUSA,Goldman Sachs MarketBeta U.S. 1000 Equity ETF,1899978649.56,USD,Equity,Large cap,Goldman Sachs,Size and style,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,Solactive AG,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,4666200,USD,52.61,USD
QDF,FlexShares Quality Dividend Index Fund,1896406504.1937,USD,Equity,Total market,FlexShares,Size and style,United States,Broad-based,North America,Multi-factor,Non-leveraged,Transparent,Multi-factor,Multi-factor,The Northern Trust Co.,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-22140015,USD,72.9975,USD
ISMCF,IShares VII PLC,1894689977.0424,USD,Equity,Total market,iShares,Size and style,Ireland,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Compliant,150942392.5,USD,619.6259,USD
FIW,First Trust Water ETF,1891964116.844,USD,Equity,Theme,First Trust,Sector,United States,Water,North America,Equal,Non-leveraged,Transparent,Market cap,Tiered,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,5519650,USD,107.322,USD
ISVUF,ISHARES IV PLC,1872093468.0682,USD,Equity,Total market,iShares,Size and style,Ireland,Value,North America,Value,Non-leveraged,Transparent,Fundamental,Equal,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Compliant,-109635124.1529,USD,10.132,USD
VRP,Invesco Variable Rate Preferred ETF,1869583500,USD,Fixed income,Broad credit,Invesco,"Corporate, preferred",United States,Floating rate,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,43782300,USD,24.425,USD
CGMS,Capital Group U.S. Multi-Sector Income ETF,1863401895,USD,Fixed income,Broad credit,Capital Group,"Corporate, broad-based",United States,Broad maturities,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,160423602.36,USD,27.541494,USD
FLTR,VanEck ETF Trust VanEck IG Floating Rate ETF,1859180940,USD,Fixed income,Investment grade,VanEck,"Corporate, broad-based",United States,Floating rate,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,MarketVector Indexes GmbH,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,82738185,USD,25.4556,USD
ETH,Grayscale Ethereum Mini Trust (ETH),1844440648.68,USD,Currency,"Long Ether, short USD",Grayscale,Pair,United States,In specie,Global,Vanilla,Non-leveraged,Transparent,Single asset,Single asset,"CoinDesk Indices, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,225829203.86,USD,36.92,USD
RWJ,Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap 600 Revenue ETF,1839070598.6,USD,Equity,Small cap,Invesco,Size and style,United States,Broad-based,North America,Fundamental,Non-leveraged,Transparent,Committee,Revenue,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,44009620,USD,48.309,USD
